seller_id,seller_city,seller_state,seller_region,seller_zip_code_prefix
f410c8873029fcc3809b9df6d0b28914,Caxias Do Sul,SP,Southeast,95076
ef506c96320abeedfb894c34db06f478,Sao Paulo,SP,Southeast,3569
a13aaf2d2886ab9fb30fb9a920160b8f,Joinville,SC,South,89207
7299e27ed73d2ad986de7f7c77d919fa,Araguari,MG,Southeast,38440
8a9260f2b0340411d6d2a56bcf4f7378,Contagem,MG,Southeast,32180
dedcab67899479e4ea5dcc4eba47f587,Jaragua Do Sul,SC,South,89258
b2479f944e1b90cf8a5de1bbfde284d6,Ibitinga,SP,Southeast,14940
7722b1df1b0e383e000397b2c11e3e19,Sao Bernardo Do Campo,SP,Southeast,9715
731ef20c231d9a7103a425e83fd91271,Lages - Sc,SC,South,88501
78813699ffac347fe27dba345a5f1551,Bento Goncalves,RS,South,95711
3296662b1331dea51e744505065ae889,Catanduva,SP,Southeast,15805
411f3b52d857390502ee4e4d5ceabc2d,Ribeirao Pires,SP,Southeast,9400
bba3293d6f5d5af2f415e004e8b93ae3,Sao Paulo,SP,Southeast,4726
4e7c18b98d84e05cbae3ff0ff03846c2,Jaboticabal,SP,Southeast,14882
b56906f7fd1696e043f1bcce164c487b,Echapora,SP,Southeast,19830
d650b663c3b5f6fb392b6326366efa9a,Cotia,SP,Southeast,6713
669ae81880e08f269a64487cfb287169,Rio Do Sul,SC,South,89160
c2d70ce2c5d0a2eb75e78668236e6dc8,Sao Paulo,SP,Southeast,4275
674207551483fec113276b67b0d871ff,Sorocaba,SP,Southeast,18040
abe42c5d03695b4257b5c6cbf4e6784e,Rio De Janeiro,RJ,Southeast,21235
1996942dc085d7773ba77a529b163cd0,Pradopolis,SP,Southeast,14850
79b93a308a97792cf53ac75f46da00b5,Rio De Janeiro,RJ,Southeast,22420
7cf4ea70955b00d6b3c22542598e2715,Sao Paulo,SP,Southeast,1125
63ffcb71394dd8ea3872ed9ffda17c74,Itaborai,RJ,Southeast,24813
83353a83fd769dfafa4f21a72b15e3e5,Sao Paulo,SP,Southeast,5786
cda598c48d7c614bc1cad7d8ff6f0010,Mirassol,SP,Southeast,15137
d4910f1cdcfdabd48d6b316e395d4a23,Santo Andre,SP,Southeast,9190
709e16e2b25c7474d980076c6bfc4806,Birigui,SP,Southeast,16200
9dc79dd988ac42f4d56c340d7048420a,Sao Paulo,SP,Southeast,3569
276677b5d08786d5dce7c2149dcce48b,Belo Horizonte,MG,Southeast,31730
9c4d31c7e46ab03a43fc06e3142afd4e,Rio De Janeiro,RJ,Southeast,20785
512d298ac2a96d1931b6bd30aa21f61d,Rio De Janeiro,RJ,Southeast,20060
422be4cc81a457fdb46f47edeb968ae5,Ibitinga,SP,Southeast,14940
99cd94252748d2bdde08e17858233602,Sao Paulo,SP,Southeast,12401
698624c6632eeba1774924dbea24c700,Sao Paulo,SP,Southeast,1425
8bb48dc19fccaa8613b6229bf7f452a2,Assis,SP,Southeast,19803
ad87df7699e83b8a91822a4a0b765c3a,Jaguariuna,SP,Southeast,13820
d6b664fa0667064c6d76394e7848d790,Araraquara,SP,Southeast,14801
98f52e1020fe788c10c0418de4393fec,Macae,RJ,Southeast,27963
62760d278921b5f352461620d68a9cee,Salto,SP,Southeast,13320
eb72802c83dc7547529c9546d1a9b8ef,Rio Claro,SP,Southeast,13504
3f9be91358837bff69df67edfa3e42e8,Londrina,PR,South,86039
1d4587203296c8f4ad134dc286fa6db0,Sao Paulo,SP,Southeast,5101
791cfcfe22fe4a771ece27f90017da92,Ribeirao Preto,SP,Southeast,14010
392f7f2c797e4dc077e4311bde2ab8ce,Rio De Janeiro,RN,Northeast,21210
0c8380b62e38e8a1e6adbeba7eb9688c,Tres Coracoes,MG,Southeast,37410
37be5a7c751166fbc5f8ccba4119e043,Sao Paulo,SP,Southeast,4248
87d73636a3acf123e842bb890a4db036,Nhandeara,SP,Southeast,15190
3d3ccf2b2f8134b10dce9dd446f0e075,Ibitinga,SP,Southeast,14940
e24d3429d294b2eb200b064ebb035879,Sao Paulo,SP,Southeast,3514
44073f8b7e41514de3b7815dd0237f4f,Brasilia,DF,Central-West,71070
05ca864204d09595ae591b93ea9cf93d,Barueri,SP,Southeast,6465
9d39404483343dd55c7ae254494d8388,Sao Paulo,SP,Southeast,1044
f9eda05b67bef472deaddbba84aca289,Orleans,SC,South,88870
75745ef7bc7d4f3ea3380f6f5303f514,Brasilia,DF,Central-West,70384
0692610d8abe24f287e9fae90ea0bbee,Sao Paulo,SP,Southeast,2310
7b07b3c7487f0ea825fc6df75abd658b,Sao Paulo,SP,Southeast,2016
99002261c568a84cce14d43fcffb43ea,Cuiaba,MT,Central-West,78095
e5899683388855d3dabe8913bbe365de,Sao Carlos,SP,Southeast,13575
784ba75dd9d20200c4caed3d7a77141a,Sao Paulo,SP,Southeast,1040
099095b050cfe8eb1ddff5317587e96e,Sao Paulo,SP,Southeast,3322
0ad80de75c811326389cfb1daba7d45e,Rio De Janeiro,RJ,Southeast,20261
b9a03475e6447e631b6799ec8274800f,Formosa Do Oeste,PR,South,85830
ba6b4a237f92479743cf0ca06b67a9ac,Rio De Janeiro,RJ,Southeast,23550
ea00f977a203ff88adf7057cb7806998,Santos,SP,Southeast,11085
82e0a475a88cc9595229d8029273f045,Sao Paulo,SP,Southeast,3417
ad75519a07f039025e83795a4418470f,Santa Terezinha De Goias,GO,Central-West,76500
34aefe746cd81b7f3b23253ea28bef39,Curitiba,PR,South,81210
ed4acab38528488b65a9a9c603ff024a,Sao Paulo,SP,Southeast,8260
f0837c8d71434931d9e38e7b79234797,Arvorezinha,RS,South,95995
fce62094ffe6a4009188ec44e681dfdd,Sao Paulo,SP,Southeast,4674
ebef8d8c92b4fd3226e5d407bbff21ac,Ribeirao Preto,SP,Southeast,14020
d73cbd89533ce8b041a9190241453ac8,Guiricema,MG,Southeast,36525
75a4764c108403a7a0575140cb22287c,Caxias Do Sul,RS,South,95072
70c0fda4c313d87115644d39e62eec60,Caruaru,PE,Northeast,55004
ffcfefa19b08742c5d315f2791395ee5,Curitiba,PR,South,80045
26e13b6ff5b641b329e5524241ee2c93,Franca,SP,Southeast,14401
0ade5cc4a305ed7093a23f68ca47519c,Curitiba,PR,South,81030
fc59392d66ef99377e50356ee4f3b4e1,Salvador,BA,Northeast,40243
b18dc380845b24038cfc48006478f099,Diadema,SP,Southeast,9951
f22a247b79dd22ecd91dc8e3b2a1b07c,Itaquaquecetuba,SP,Southeast,8573
889009a0ed0bb52c87819941192931b8,Lencois Paulista,SP,Southeast,18682
ffc470761de7d0232558ba5e786e57b7,Guarulhos,SP,Southeast,7091
4c498c7345e89aebad651544829beca0,Carapicuiba,SP,Southeast,6341
01bcc9d254a0143f0ce9791b960b2a47,Uruacu,GO,Central-West,76400
f021c962aaba8ef6eb527a9c2c8394d1,Itajai,SC,South,88301
024b564ae893ce8e9bfa02c10a401ece,Sao Paulo,SP,Southeast,3280
a513150f33f99a06569e9cd5c4bb889b,Sao Paulo,SP,Southeast,1545
c1dde11f12d05c478f5de2d7319ad3b2,Sao Paulo,SP,Southeast,1026
02f5837340d7eb4f653d676c7256523a,Curitiba,PR,South,80620
7b98de631987e26dd6d803490c43a13c,Loanda,PR,South,87900
f12ff17ad8bbf01ec5c33b17e506649b,Sao Paulo,SP,Southeast,3186
a64e44665225d19dfc0277eeeaaccc57,Sao Paulo,SP,Southeast,19400
6a8a889bde935bafa76d7848782dfaf9,Sao Paulo,SP,Southeast,2839
42b6488f5b8246d9141712abd4b1b693,Maringa,PR,South,87014
d6cd01c59123df02fc226eadbadb5f89,Sao Paulo,SP,Southeast,1207
c8e135e7b21ecbc36c1153a29d2f5a06,Sao Paulo,SP,Southeast,1411
229c3efbfb0ea2058de4ccdfbc3d784a,Belo Horizonte,MG,Southeast,30190
f9a02f1922d1de564392e656d82b3fda,Ferraz De Vasconcelos,SP,Southeast,8502
9523fb39dd240aa958e040f8183d64f3,Sao Paulo,SP,Southeast,1541
95ec4458365c4d11f452ccf538377619,Limeira,SP,Southeast,13481
6ec1a01e866584bb679eb9b098345919,Santos,SP,Southeast,11040
f6122bc84774df1b372bdb3bb88ddb9f,Barueri,SP,Southeast,6436
fa40cc5b934574b62717c68f3d678b6d,Sao Paulo,SP,Southeast,2310
623ad9d0c1e14bb5464a8c72bff7b4af,Claudio,MG,Southeast,35530
c0098efcf800861dcae589affca31408,Ribeirao Preto,SP,Southeast,14080
a63bfbaa882c8f4542891b4e2246cc7f,Niteroi,RJ,Southeast,24355
48b6c3f4c6a93171da04b75313f2130f,Osvaldo Cruz,SP,Southeast,17700
270d3ef21830ad0ecf3a6c53d08a533a,Carapicuiba,SP,Southeast,6380
89c127985a8b130cfa45c1d36764017a,Osasco,SP,Southeast,6016
8b2492b7ff4468839593fafeed55bad9,Sao Goncalo,RJ,Southeast,24451
1e9d5a33694bddb76316fd1f54734d20,Jaciara,MT,Central-West,78820
5e49e3a44bdeb5aab2684258bbd4f525,Balenario Camboriu,SC,South,88330
8e34331b7eedd03be4e5d965c1956225,Sao Paulo,SP,Southeast,4009
aaed1309374718fdd995ee4c58c9dfcd,Timbo,SC,South,89120
11d4c477d09821164bca4f70a2eae031,Ribeirao Preto,SP,Southeast,14075
ff314fa6033cc68ec451c47aee2d6ba4,Sao Paulo,SP,Southeast,5424
d1c7fa84e48cfa21a0e595167c1c500e,Jacutinga,RS,South,99730
c7246702dc991a06d788120dc7544391,Fortaleza,CE,Northeast,60440
e819bcfade7b5d88a27325eb6cfd62c5,Guarulhos,SP,Southeast,7242
6d2f2e3b539480db1e0842b3a4e32e6e,Guarulhos,SP,Southeast,7051
e88165a185134e13fdfc85d4fa654db8,Ferraz De  Vasconcelos,SP,Southeast,8517
9e6229250fedbe05838fef417b74e7fb,Mirandopolis,SP,Southeast,16800
5abb8ea023c77787f2c15da891c8d384,Joinville,SC,South,89228
1d953075c2f0dd990bacf27b83b330f1,Belo Horizonte,MG,Southeast,30421
817245bcc3badd82bbd222e0366951a6,Bauru,SP,Southeast,17056
caa9bc43a9fe8cf9c564ddd8a03cc4a6,Jacarei,SP,Southeast,12308
615005a3ef192c00c6f0e977cee3d2bc,Itu,SP,Southeast,13304
1284de4ae8aa26997e748c851557cf0e,Laranjeiras Do Sul,SP,Southeast,85301
5fd924b4836098a5be0ecf81ba054ce0,Sao Paulo,SP,Southeast,3554
7178f9f4dd81dcef02f62acdf8151e01,Videira,SC,South,89560
8132b9bd16876e1b0f8808d43825dd48,Florianopolis,SC,South,88058
3f995f07c49d0d55a99d5c54957f7d81,Itapecerica Da Serra,SP,Southeast,6853
a6bd7d1ccdac48c6b33b28596b7eb122,Mamanguape,PB,Northeast,58280
6650fcccd8cd2f7e55ffa524f30c4c59,Sao Paulo,SP,Southeast,8490
3db66a856d18a9cba7c9241fc5221c50,Ponte Nova,MG,Southeast,35430
8b181ee5518df84f18f4e1a43fe07923,Goioere,SP,Southeast,87360
10ff823eda2b032e2c93d17a7d294736,Pederneiras,SP,Southeast,17280
b4a476fbd28de64b1e347abf9089366a,Itapevi,SP,Southeast,6653
39c763cca83e654764b7a4a650fb9b7c,Goiania,GO,Central-West,74563
dadc51ef321949ec9a3ab25cd902e23d,Sao Paulo,SP,Southeast,4821
83b08de96980757220871b31bf6cffca,Rio De Janeiro,RJ,Southeast,21820
14a08204d03bb6b6bde8029f801ae0eb,Sao Paulo,SP,Southeast,1026
bee36b4f9a2b9fdcaff6ec05df202ed0,Sao Paulo,SP,Southeast,3308
28872dc528e978a639754bc8c2ce5a4c,Caxias Do Sul,RS,South,95070
c85d7b477a709c85a1e8b8f25aa1b270,Sao Bernardo Do Campo,SP,Southeast,9640
739c7d7be81f63812dea0d1b1451c651,Campina Grande,PB,Northeast,58400
657969cca82e884d272385ec0ef06edd,Estancia Velha,RS,South,93608
455befea1bb853c75ccbca94cff26e5c,Resende,RJ,Southeast,27525
800214c63934acd05d47e84214db8ba8,Jaragua Do Sul,SC,South,89251
5cf1ec37aea089f45110c70653a166ab,Sao Paulo,SP,Southeast,2215
0a82f5fb06a4fe4ac2cf7cb412ec71b8,Sao Paulo,SP,Southeast,5524
e45edf75f568ed2f93f78d060e246e25,Rio De Janeiro,RJ,Southeast,22790
3d621842b2ed28e2b474132480edac3c,Sao Paulo,SP,Southeast,8041
baf15155e37ef5492731459bdc05be8a,Sao Paulo,SP,Southeast,5715
c0aff2da32c17759d30b22fb0af6649d,Florianopolis,SC,South,88032
a17f621c590ea0fab3d5d883e1630ec6,Sorocaba,SP,Southeast,18055
4deebb3199eeafb282ae33229144f94b,Sao Paulo,SP,Southeast,2112
9d69ba0a7a626a64dc5db08e529559cf,Ribeirao Preto,SP,Southeast,14075
f92d8c817434bd2d84d4e9c61322b7fa,Sorocaba,SP,Southeast,18048
8ca5b19e0263150d2c57afdde2b3d011,Maua,SP,Southeast,9336
eec3469d83e142f9a104886655338c37,Bauru,SP,Southeast,17030
55bb6fe5bebe5012e2d7d9928e1128ff,Bauru,SP,Southeast,17052
d180e07dc1e58c31c3f0cd599dc4d945,Belo Horizonte,MG,Southeast,30620
d6b1ce66b035a475f00c017792ff9769,Salto,SP,Southeast,13327
3aa3c89ae3cd482385568be76120f63c,Goiania,GO,Central-West,74343
fe4cd9461203cee790d36792420b310f,Caratinga,MG,Southeast,35300
c3aad7dc65449ae90a5e9c3c6c1e78e0,Auriflama/Sp,SP,Southeast,15350
f5fea3ffed6c2e889bab72705557c63a,Rio De Janeiro,RJ,Southeast,21240
ececbfcff9804a2d6b40f589df8eef2b,Franca,SP,Southeast,14407
a254c682cc01e119f83530446f1df9a9,Cafelandia,SP,Southeast,16500
830379336fad8c6f3b15a4a3ddb5c66e,Sao Paulo,SP,Southeast,2518
7d13fca15225358621be4086e1eb0964,Ribeirao Preto,SP,Southeast,14050
1b4c3a6f53068f0b6944d2d005c9fc89,Sao Ludgero,SC,South,88730
b92e3c8f9738272ff7c59e111e108d7c,Uba,MG,Southeast,36502
b8555308bfdb4ca1ed54325a58da9a97,Sao Bernardo Do Campo,SP,Southeast,9751
71593c7413973a1e160057b80d4958f6,Sao Paulo / Sao Paulo,SP,Southeast,3407
1dc2de47ee26a0a5b12dc14fd6dc0dea,Ibitinga,SP,Southeast,14940
6c6e3d67f969468f3bfd33f827a31222,Maringa,PR,South,87035
66d5ae34537110d3affc56174dad2b2f,Sao Jose Do Rio Preto,SP,Southeast,15062
781a66c0d89e30814d49fe8b5e14cd07,Campinas,SP,Southeast,13064
a4bd6e9adf39b63f43dc545d3ca1f53d,Rio De Janeiro,RJ,Southeast,21020
f88adb15807168d3c43d71021090ce4a,Porto Ferreira,SP,Southeast,13660
fa8d335d68129e464e60c1826a683e96,Tres Coroas,RS,South,95660
f12d3c2a14729ae461b920c11fe20fdc,Santo Andre,SP,Southeast,9080
4917cee8d902e13428c3ec4b1ca6f315,Blumenau,SC,South,89031
741f8c587cb4248ebc5b779a0e8e0e51,Santo Andre,SP,Southeast,9110
4bcec44888b30ba9001234c534716d3f,Santo Andre,SP,Southeast,9230
a663d9c3797e90eac99ff60939416a56,Sao Paulo,SP,Southeast,3951
dff87e4de60c9736ce8df835951b09bc,Sao Paulo,SP,Southeast,3172
ac1ed5fc15901fbc92920361eb4ab350,Sao Paulo,SP,Southeast,3334
f9903dd0f812c7e771fcad47b6fff231,Blumenau,SC,South,89070
ac9b01377919cdbd2a1bbb8d5837c70b,Mogi Das Cruzes,SP,Southeast,8773
5011f0d93373a4c5753adf58ca77af8d,Santos,SP,Southeast,11013
a4e634166243bbb3a13fa584463fa468,Osasco,SP,Southeast,6286
50bf89f1349bc0409a268c3a49678009,Jaci,SP,Southeast,15155
50c9975695009e5e6473912e83a6d1da,Claudio,MG,Southeast,35530
42d4b7e70819438f5ada61c965e92d7e,Goiania,GO,Central-West,74045
7aa4334be125fcdd2ba64b3180029f14,Laranjal Paulista,SP,Southeast,18500
b14db04aa7881970e83ffa9426897925,Sorocaba,SP,Southeast,18048
fac1a9017ade7bdc94058fc1c969f355,Sao Paulo,SP,Southeast,1126
31ae0774c17fabd06ff707cc5bde005f,Americana,SP,Southeast,13478
f0ec6a2adb05c62655a26dd347b8dede,Sao Paulo,SP,Southeast,1303
cc1f04647be106ba74e62b21f358af25,Sao Paulo,SP,Southeast,2739
1099a00e0ee3a50935e6c2447ca090c5,Rio De Janeiro,RJ,Southeast,20921
3d700782d7818f2c1e0d7a9e9d75fc00,Sertanopolis,SP,Southeast,86170
a3e9a2c700480d9bb01fba070ba80a0e,Ibitinga,SP,Southeast,14940
c3f5668699a1b04c0fa61ecea1e2bff6,Apucarana,PR,South,86808
80f2cf9abf6b5a0e5c612b5eea6646e6,Sao Jose Do Rio Preto,SP,Southeast,15046
516e7738bd8f735ac19a010ee5450d8d,Rio De Janeiro,RJ,Southeast,22230
4fe2f67634d00c021aa01f96b6f2d68e,Maringa,PR,South,87035
9f505651f4a6abe901a56cdc21508025,Sao Paulo,SP,Southeast,4102
17adeba047385fb0c67d8e90b4296d21,Guarulhos,SP,Southeast,7052
7142540dd4c91e2237acb7e911c4eba2,Penapolis,SP,Southeast,16301
c04d70d515d15a7e3db3a73320598566,Niteroi,RJ,Southeast,24020
a3a38f4affed601eb87a97788c949667,Joinville,SC,South,89204
744dac408745240a2c2528fb1b6028f3,Colombo,PR,South,83408
9b013e03b2ab786505a1d3b5c0756754,Vicente De Carvalho,SP,Southeast,11450
8b9d6eec4a7eb7d0f9d579ce0b38324d,Mesquita,RJ,Southeast,26562
38e679b9e0064cd94c6f035707344dae,Londrina,PR,South,86010
5444b12c82f21c923f2639ebc722c1ea,Sao Pauo,SP,Southeast,2051
83deb69e889cf80f82be1dc6d5f2d486,Florianopolis,SC,South,88056
54aa8463e87776b5612f4bdc4bd5d4de,Belo Horizonte,MG,Southeast,30550
2e7ea2aafec5835e781b21d6d1faf1f1,Sao Paulo,SP,Southeast,2820
79ebd9a61bac3eaf882805ed4ecfa12a,Cascavel,PR,South,85802
1cbd50a8c52e6cf8e315c5709fab386f,Fazenda Rio Grande,PR,South,83830
e503f22be6a4f456d9851920a5d9c670,Sao Paulo,SP,Southeast,4508
88af55b4a7ca402b27df16f7c7c9b5d2,Taboao Da Serra,SP,Southeast,6775
5f3ae9136c875522250f8184f253413a,Sao Paulo,SP,Southeast,1550
b026643914f651e8371425e5b8a1e780,Rio De Janeiro,RJ,Southeast,22783
26af45f5dfd967225a832838aa4e24a3,Curitiba,PR,South,81070
9dd459b29a14bf89d47183cf2cd0e4c7,Sao Paulo,SP,Southeast,4716
8e6d7754bc7e0f22c96d255ebda59eba,Sao Jose Dos Campos,SP,Southeast,12233
e250d617a0ad591ba9bd663e584a895d,Guarulhos,SP,Southeast,7084
92c8bc6e8f925792247656fed09aad65,Sao Paulo,SP,Southeast,3384
e53d5b9b29d1218281f4a907ada18626,Toledo,PR,South,85903
3ca08eeb8d5595949fed424bd3677742,Curitiba,PR,South,82510
cbd996ad3c1b7dc71fd0e5f5df9087e2,Sao Jose Do Rio Preto,SP,Southeast,15081
8daab2245ebdc277c51098d01c5ad8ef,Sao Paulo,SP,Southeast,8411
15b3b1b81484422eb41df68ac87f1f50,Bauru,SP,Southeast,17047
e067ad2c1c0b48758eb1b5228bcf7a68,Santos,SP,Southeast,11045
f626e15b7314c267e4429010866f70e9,Marechal Candido Rondon,SP,Southeast,85960
f1fd5ab1181f827ffad998c1a5de7d74,Curitiba,PR,South,80010
a7c88262832dfc683781d6a421edefae,Mogi Das Cruzes,SP,Southeast,8710
6b1c4d4d9ccf0be3d8544eb0e71e5318,Porto Alegre,RS,South,91130
4e85b538b0dad58852641540686d0e14,Sao Jose Dos Campos,SP,Southeast,12238
093805f8f2aeb63881444571e1f48f30,Osasco,SP,Southeast,6236
5acd070dd3fe441bbb2ec1f1ede515ee,Jundiai,SP,Southeast,13203
3c010235b7345c92f125d14ee232a76b,Mandirituba,PR,South,83800
cb9fb4ca75d7ba8437480e8dde64fe98,Sao Paulo,SP,Southeast,3551
ce33c6211beaa8fef4cae8b52db39862,Suzano,SP,Southeast,8655
081acf3de680d554796c9cf041be7bc2,Vespasiano,MG,Southeast,33200
6989574bd97d9773f10d232b6c07da59,Curitiba,PR,South,80040
535bf14f36346c7f59d87cece104d70c,Rio De Janeiro,RJ,Southeast,20735
8501d82f68d23148b6d78bb7c4a42037,Blumenau,SC,South,89031
7f02656561b680def9986c0795a8a080,Sao Paulo,SP,Southeast,1417
57a834594e1e9e9219603bfec184eadc,Santa Rosa,RS,South,98780
8fd3b4468f6425810648177996c14cbd,Sao Jose Do Rio Preto,SP,Southeast,15015
6d803cb79cc31c41c4c789a75933b3c7,Sao Joaquim Da Barra,SP,Southeast,14600
5f2684dab12e59f83bef73ae57724e45,Sao Paulo,SP,Southeast,5125
713e3a23ca5e47786eb6f0d99f94cfac,Curitiba,PR,South,81050
f97e2b0650c2068227e1d366140eb62f,Santo Antonio De Posse,SP,Southeast,13830
8b321bb669392f5163d04c59e235e066,Sao Paulo,SP,Southeast,1212
32f83ffe11cd40f7adcf4eef171f52d9,Uruguaiana,RS,South,97502
76d64c4aca3a7baf218bf93ef7fa768d,Curitiba,PR,South,80215
d06d019f72a04e5497a0b64190af170c,Cotia,SP,Southeast,6703
ec80e49e69745ab6c14f984bf2149423,Limeira,SP,Southeast,13480
f8f35af4634605e6693c17cc3ffff5a8,Campanha,MG,Southeast,37400
004c9cd9d87a3c30c522c48c4fc07416,Ibitinga,SP,Southeast,14940
3bdff180c7e1f6551a643b99c265a120,Sao Paulo,SP,Southeast,4811
6b89abe95848c850399130d149a39b63,Piracanjuba,GO,Central-West,75640
aced59e9b31ef866a94f9e7f29d8d418,Sao Paulo,SP,Southeast,3306
b4f8921fcc4ff77b66bea6dda43dcd51,Caxias Do Sul,RS,South,95034
d2572f31e9023e9850ef986a636ff9bf,Belo Horizonte,MG,Southeast,30640
c731d18cea9bf687ffee82a241c25b11,Concordia,SC,South,89701
3dc69bf2c42f0568a5c4791ec3fd3745,Sao Paulo,SP,Southeast,2880
